ORDEN	SKU	VENTA_ALTA	MARKETING	ACTUALIZACIONES	ACTUALIZADO	VENTAS_ACUMULADAS	PRICE	LANZAMIENTO	CANTIDAD	PRECIO_MIN	SD_PRECIO
28904	247886	0	D	2	1	19769	90.0	2008	36	61.11	60.14
50860	492068	1	S	1	0	758682	59.95	2011	66	38.96	16.36
69547	655185	0	S	15	1	1004458	39.99	2013	17	0.0	36.08
14913	774683	0	D	3	1	3744907	82.0	1997	17	58.58	18.94
5344	204064	0	D	5	1	223061	44.95	2005	64	29.59	33.84
29437	107193	0	D	3	1	4129703	57.5	2000	33	23.94	7.11
25540	509507	0	D	1	0	1367558	64.95	2004	16	46.74	23.74
15578	117637	0	D	4	1	1566687	166.67	2005	49	112.31	10.37
28690	54606	0	D	5	1	277149	107.8	2006	83	25.93	29.24
7625	288564	0	D	11	1	674064	160.0	2005	72	141.26	24.95
79685	892844	0	S	8	1	295215	37.5	2014	21	36.96	35.73
10763	159572	0	D	2	1	3093325	83.95	2006	12	54.19	53.99
66379	200137	0	S	1	0	888491	115.95	2007	20	0.0	67.55
20864	1702255	0	D	0	0	1742534	135.5	2013	19	86.98	125.37
33007	874689	0	D	6	1	1276033	80.2	2005	18	81.84	61.94
7785	56696	1	D	3	1	139269	36.67	2003	196	53.05	9.06
75679	55826	0	S	5	1	78769	107.95	2008	41	37.31	83.99
35482	50564	0	D	3	1	375813	62.26	2009	81	78.9	53.99
51912	544437	0	S	1	0	358480	67.95	2012	67	54.23	34.58
229	664811	1	D	10	1	1075607	133.4	2013	24	117.34	49.0
70660	174467	0	S	4	1	540376	105.0	2000	29	35.77	64.02
48416	608074	0	S	22	1	2504682	128.95	2006	35	0.0	8.98
83434	663137	0	S	2	1	62187	64.95	2013	45	52.41	34.31
72290	557411	0	S	2	1	214370	71.0	2007	35	21.17	45.49
70782	864671	0	S	11	1	45061	99.95	2014	43	58.95	53.22
76454	2107157	0	S	0	0	287136	62.99	2014	11	42.78	40.94
24922	264874	0	D	1	0	2352910	89.95	2001	14	63.46	89.95
24215	54982	0	D	6	1	322075	110.0	1998	44	102.04	37.98
4178	621909	1	D	10	1	76120	224.95	2012	69	22.99	41.26
20216	50940	1	D	11	1	1045528	180.0	2009	108	152.28	10.98
5602	50414	1	D	10	1	982647	93.0	2005	123	83.02	10.78
45411	895183	0	S	12	1	736526	89.95	2011	14	0.0	116.83
68381	627979	0	S	0	0	267363	168.25	2009	29	22.99	43.98
28444	206124	0	D	1	0	875093	50.0	2008	29	51.17	13.98
29786	298489	0	D	1	0	2547224	92.95	2006	21	141.56	32.67
73210	672100	0	S	3	1	152406	22.95	2010	133	9.31	13.57
18428	276508	0	D	2	1	1186807	55.0	2004	35	61.48	32.99
82820	908194	0	S	7	1	403308	46.0	2014	15	0.0	39.95
72491	907836	0	S	0	0	1056042	35.0	2007	48	25.14	31.41
69392	538054	0	S	0	0	484927	98.35	2005	58	9.34	35.85
40659	670469	0	S	0	0	154313	39.99	2005	14	0.0	64.98
77930	565839	0	S	2	1	197511	29.95	2009	48	17.82	19.87
24694	199456	0	D	1	0	1906284	54.95	2002	19	44.55	49.98
76061	629203	0	S	1	0	362666	205.95	2012	22	53.99	83.99
34251	917621	0	D	2	1	1868563	54.5	1990	36	45.98	13.9
57870	164795	0	S	2	1	1333282	187.0	2000	32	101.66	51.63
74423	544962	0	S	0	0	211371	59.0	2009	18	0.0	42.44
9469	532880	0	D	11	1	450582	220.0	2011	34	147.98	103.98
55398	60733	0	S	6	1	203501	249.95	2003	51	142.58	39.94
270	60283	0	D	3	1	117474	25.0	2005	109	5.48	26.84
70217	1768096	0	S	4	1	79891	55.25	2012	25	33.99	45.98
35372	253968	1	D	12	1	804595	210.0	2011	13	120.84	105.99
13822	924328	0	D	39	1	311944	64.0	2015	28	55.91	48.3
48828	369491	0	S	2	1	2269828	79.95	2006	28	38.83	38.35
25662	585323	0	D	0	0	347051	35.0	2001	14	58.72	23.99
31417	1573943	1	D	6	1	105176	113.95	2007	122	0.0	16.87
23233	54976	1	D	10	1	893763	167.95	2005	73	82.51	9.23
65633	1929067	0	S	2	1	1075579	47.0	2014	14	0.0	32.5
15670	57187	0	D	2	1	2248506	65.33	2005	52	59.27	8.95
4666	110032	0	D	3	1	166258	51.73	2010	39	150.59	13.98
61986	112386	0	S	1	0	924791	142.75	1998	21	0.0	110.14
29723	116910	0	D	4	1	270837	104.4	2004	54	74.81	23.95
34422	133456	0	D	2	1	589490	105.2	2011	50	33.99	51.59
66263	902543	0	S	0	0	778011	62.95	1985	19	41.88	3568.87
18796	597620	1	D	1	0	1945989	55.0	2002	22	55.61	37.36
10152	118168	0	D	1	0	527857	116.8	2008	21	83.97	32.96
28835	60799	0	D	8	1	2714407	212.95	2007	30	118.23	23.32
41040	913664	0	S	8	1	2485	18.99	2015	34	0.0	7.0
42451	2729606	0	S	3	1	11071909	21.95	1998	12	91.58	131.27
45904	749626	0	S	4	1	824041	99.44	2007	15	73.94	88.98
5485	51202	0	D	4	1	916725	171.53	2010	22	94.8	32.2
35819	115783	0	D	7	1	777387	23.6	2003	30	0.0	0.0
7574	203706	0	D	2	1	971366	51.5	2004	28	42.29	23.99
60281	129094	0	S	2	1	1053281	76.95	2008	31	22.44	35.32
11743	224730	0	D	10	1	69369	231.95	2011	71	203.18	61.7
84948	876752	0	S	9	1	443272	76.67	2011	20	75.85	49.98
46672	544412	0	S	9	1	164384	127.95	2013	32	53.09	96.72
83634	659694	0	S	6	1	1770819	127.95	2011	17	148.05	117.31
32534	54673	0	D	10	1	1005411	14.49	2008	136	35.35	14.49
78537	2053409	0	S	0	0	66065	199.95	2011	20	18.27	21.88
78765	285034	0	S	5	1	729742	99.0	2006	19	28.89	59.96
71599	251202	0	S	4	1	618840	78.95	2007	61	43.85	56.7
35446	144754	0	D	4	1	219181	93.4	2004	29	39.61	65.71
18389	50369	0	D	2	1	2341688	149.33	2005	32	141.8	14.98
81356	1630804	0	S	0	0	177552	49.95	2009	22	33.99	36.6
35467	52676	0	D	8	1	575526	104.0	2006	186	82.45	6.99
47740	3499435	0	S	6	1	6126509	0.0	2001	30	0.0	7.99
84758	2806010	0	S	1	0	1336473	30.0	2005	23	33.67	49.0
30686	109282	0	D	5	1	875830	10.96	2008	87	43.6	13.96
18907	529951	0	D	2	1	100293	304.95	2008	45	99.87	33.86
71208	670238	0	S	5	1	628324	48.95	2011	18	51.33	42.17
60094	1471579	1	S	2	1	42651	69.95	2014	57	33.33	48.93
4885	553824	0	D	6	1	436183	144.2	2009	35	19.39	53.81
61702	1651376	0	S	5	1	239563	42.95	2006	18	0.0	40.77
75360	869863	0	S	2	1	1109710	42.35	1996	15	0.0	45.01
46228	2722636	0	S	2	1	1648992	129.0	2002	7	0.0	105.01
16330	159387	0	D	1	0	391622	99.95	1995	21	75.98	74.99
23869	789836	0	D	7	1	1919213	69.99	2008	22	27.69	9.55
28212	2588590	0	D	2	1	1185889	65.0	1972	16	40.91	109.7
22540	249738	0	D	2	1	186831	191.95	2006	33	68.5	76.25
49119	178739	1	S	9	1	20686	274.95	2011	116	129.71	42.76
42456	2760704	0	S	4	1	7372689	164.95	2002	18	11.13	40.87
69924	922359	0	S	0	0	124729	120.03	2012	69	0.0	134.0
74376	2910598	0	S	6	1	2871324	92.0	2004	18	27.08	81.48
8689	2594220	0	D	0	0	3755324	23.99	1987	41	16.69	32.49
63492	545602	1	S	2	1	80115	84.95	2012	94	57.58	31.52
75972	862227	0	S	8	1	9990	229.95	2014	38	52.16	118.99
2260	104977	0	D	4	1	3931739	11.88	2008	20	148.53	10.62
7454	609310	0	D	3	1	116827	39.95	2008	101	23.74	16.0
14916	576695	1	D	1	0	120126	71.95	2009	58	58.98	11.99
78097	641479	0	S	1	0	241822	36.0	2010	33	15.43	25.5
80380	2028143	0	S	2	1	619014	62.0	2010	13	0.0	50.85
34492	525349	1	D	3	1	260119	77.33	2009	25	65.78	79.43
35545	627500	1	D	6	1	155324	64.94	2008	15	0.0	0.0
7333	51884	0	D	10	1	697644	144.0	2011	37	108.19	48.36
84937	875347	0	S	2	1	4129783	18.95	1991	38	75.99	23.68
82419	914031	0	S	3	1	2843174	39.99	2008	26	4.25	15.41
39817	546390	0	S	2	1	1469099	49.95	2005	22	0.0	62.99
17215	206018	0	D	0	0	245976	55.0	2005	48	43.42	16.93
15622	51549	0	D	6	1	50331	137.2	2009	145	119.94	23.98
65169	545027	0	S	10	1	671794	34.99	2011	70	21.94	5.88
39208	2308903	0	S	2	1	2791240	182.0	1999	22	15.55	55.11
5590	231562	0	D	2	1	155030	79.27	2009	15	78.48	33.49
7460	294175	0	D	2	1	1478565	64.95	2007	39	53.99	33.98
66241	293139	0	S	2	1	1689876	41.95	2000	54	39.98	10.98
22732	622002	1	D	0	0	196446	84.0	2008	32	58.99	29.99
65523	867242	0	S	3	1	372916	79.95	2014	30	67.94	57.44
81056	571802	0	S	8	1	330160	110.95	2000	45	0.0	0.0
1463	2572909	0	D	0	0	1338212	110.0	1992	20	178.91	55.75
43261	561033	0	S	6	1	1290326	180.0	2006	25	60.97	73.93
64619	54643	0	S	6	1	2998447	282.95	2004	54	168.46	7.99
25026	259365	1	D	6	1	410348	56.0	2003	51	127.72	29.94
20490	202311	1	D	1	0	517573	259.95	2003	26	171.94	72.83
45205	878191	0	S	9	1	1317608	99.6	2013	8	93.99	82.44
54053	1474284	0	S	1	0	187343	11.95	2012	24	28.06	7.49
41648	163858	0	S	2	1	799179	72.04	1998	28	6.23	72.46
14245	2007013	0	D	0	0	822817	89.0	2013	14	0.0	59.68
12482	183423	0	D	7	1	146883	328.95	2006	93	108.76	34.48
12786	293364	0	D	3	1	1567320	52.95	2007	29	52.76	45.77
60802	255631	0	S	3	1	1285961	73.46	1997	39	9.32	6.89
8928	693053	1	D	0	0	582842	99.85	2007	43	22.99	47.95
60640	535862	1	S	4	1	216301	80.0	2012	60	46.96	46.96
80631	537552	0	S	3	1	112380	70.25	2012	36	0.0	41.72
13725	313126	0	D	6	1	856424	90.2	2002	57	58.34	16.69
8034	3608742	0	D	0	0	1474369	50.0	1991	31	0.0	15.96
28748	584726	1	D	1	0	51227	97.95	2004	131	73.5	13.94
62037	627891	1	S	3	1	64436	59.95	2012	48	15.07	41.92
78652	3644780	0	S	2	1	556017	49.95	2015	27	0.0	44.89
72851	788366	1	S	5	1	1175418	252.95	2002	23	86.99	119.98
5846	244398	1	D	6	1	22501	335.95	2012	106	211.71	78.82
11424	1590695	0	D	4	1	1481282	110.25	2006	16	0.0	112.89
64038	531525	0	S	13	1	1489822	46.67	2008	27	4.0	37.98
66538	2252246	0	S	7	1	355466	122.38	2009	31	54.63	63.92
18174	608287	0	D	3	1	697761	101.97	1982	17	83.87	63.98
8577	203641	0	D	1	0	1092528	114.5	2005	27	54.47	13.6
35562	875350	0	D	0	0	807302	62.0	2004	66	55.25	10.07
62597	608846	0	S	4	1	1376690	242.95	1996	125	119.41	28.47
44034	697553	0	S	13	1	731421	29.37	2007	16	130.99	27.47
46705	1822295	0	S	13	1	1430446	56.17	2012	2	0.0	79.99
64237	875984	0	S	11	1	1167050	152.95	2011	17	136.91	124.96
34804	525308	0	D	15	1	868204	44.99	2011	44	6.37	5.88
60855	533272	1	S	9	1	310274	0.0	2009	31	120.75	0.0
12355	2610292	0	D	0	0	1766618	51.99	1999	19	26.98	30.94
27263	53177	1	D	6	1	11338	108.0	2011	79	92.99	89.22
53368	130080	0	S	0	0	176349	138.67	2002	18	196.46	58.07
69361	109725	0	S	10	1	114968	122.82	2006	23	0.0	0.0
25095	624120	0	D	2	1	2207572	290.99	2006	26	318.0	34.97
40582	657856	0	S	6	1	44879	32.0	2013	23	15.85	19.97
5046	624354	1	D	2	1	1279420	187.0	2009	20	117.05	187.0
83082	176758	0	S	4	1	3144550	134.95	1999	33	123.41	32.99
21170	529147	0	D	2	1	1042227	85.0	2009	40	4.5	13.99
18514	778389	0	D	2	1	2455377	57.95	2004	23	67.22	8.37
57705	265960	0	S	8	1	1347124	160.0	2007	23	73.99	92.37
74433	652539	0	S	2	1	74058	45.0	2012	56	24.87	29.99
33569	1641722	0	D	0	0	1992685	29.99	2012	12	0.0	27.34
44106	704963	0	S	4	1	1600322	82.19	2003	39	106.87	10.69
1645	3472691	0	D	1	0	4644231	30.4	1993	29	0.0	9.75
8946	170013	1	D	9	1	44295	281.95	2010	143	148.5	19.49
14443	341945	1	D	0	0	147137	54.95	1997	168	29.94	11.09
74307	594658	1	S	7	1	442581	8.15	2012	28	0.0	35.98
71539	617379	0	S	5	1	934756	81.95	2009	40	4.0	13.99
34637	51536	1	D	7	1	153799	210.95	2010	84	92.39	32.49
78698	825656	0	S	1	0	817715	36.0	1998	57	17.68	8.54
32386	100673	1	D	0	0	987641	131.75	2002	65	63.59	44.4
8187	366365	0	D	1	0	7938212	44.95	2004	14	46.45	33.29
32650	115303	0	D	2	1	1888468	58.6	2001	25	32.93	19.26
16931	54295	1	D	4	1	16808	143.6	2007	187	89.5	39.94
34183	552863	0	D	7	1	1035279	109.33	2006	35	25.98	11.74
8380	556413	0	D	1	0	314319	89.75	2012	20	57.45	38.48
37234	878104	1	S	4	1	900009	207.75	2014	27	118.87	133.99
27074	60729	0	D	1	0	1372180	162.6	2005	63	143.99	36.99
76506	572954	0	S	2	1	898901	90.15	1998	45	65.87	28.74
84289	607037	0	S	7	1	465834	132.74	2006	31	87.96	69.61
37415	148102	0	S	4	1	2759489	173.95	2006	18	160.24	100.89
75940	612911	1	S	0	0	57125	107.85	2006	203	12.26	29.8
14474	162928	0	D	6	1	438518	46.54	2010	47	71.51	42.51
39333	2502702	0	S	2	1	3013228	99.0	1997	23	0.0	75.22
22904	193687	1	D	5	1	1409716	43.0	2010	29	89.98	19.99
50757	427374	0	S	13	1	142891	161.95	2011	52	76.99	46.47
12228	423062	0	D	2	1	246002	147.6	2010	40	115.04	60.98
6779	51042	1	D	11	1	1726	74.11	2011	186	143.39	57.7
40039	612886	0	S	14	1	1441685	46.95	2000	137	0.0	0.0
20829	145886	0	D	8	1	37735	206.0	2009	114	94.66	43.98
23419	50292	0	D	9	1	836915	23.49	2008	60	90.99	23.1
75053	2583081	0	S	0	0	487214	49.95	1992	21	0.0	22.95
15783	209352	0	D	0	0	203708	62.0	1998	65	56.96	71.79
69395	548334	0	S	0	0	293832	105.0	2006	93	6.39	39.98
34999	553766	0	D	4	1	1014815	133.0	2008	47	42.98	12.64
16530	148446	0	D	8	1	244757	277.95	2008	37	74.7	27.85
69363	117456	0	S	0	0	546280	91.75	2004	40	41.19	65.47
21534	404112	0	D	2	1	338298	60.0	2009	22	29.99	57.23
56431	758496	0	S	2	1	243696	44.95	1998	155	25.0	13.94
70328	148182	0	S	10	1	417152	121.95	2005	22	5.51	23.94
23966	117736	0	D	1	0	769266	39.99	2006	68	31.18	12.18
73305	270681	0	S	6	1	241002	81.0	2010	50	33.14	60.85
74489	632564	0	S	2	1	4116638	31.95	1999	24	30.9	26.98
29817	2043162	0	D	2	1	831653	69.95	2012	19	67.71	58.4
21821	115525	1	D	4	1	1979303	112.0	2004	32	53.86	19.49
60504	532820	0	S	2	1	3575	18.99	2011	40	0.0	0.0
64819	56928	0	S	1	0	143406	63.0	2000	243	4.0	7.63
16437	117238	0	D	8	1	1144521	78.4	2006	41	37.27	43.94
82644	909936	0	S	0	0	56638	45.0	2010	29	27.49	27.8
49003	50573	1	S	6	1	1886595	103.6	2000	33	56.83	6.95
45938	290235	0	S	2	1	373099	159.75	2010	31	66.0	142.09
1338	2142568	0	D	0	0	910341	23.98	2006	42	0.0	23.49
2018	874750	0	D	4	1	3020710	104.2	2001	32	128.99	21.49
11257	795600	1	D	5	1	363519	59.95	2012	211	59.7	9.48
63879	118589	0	S	5	1	126481	180.0	2006	36	18.89	58.96
81341	705700	1	S	11	1	385611	150.0	2011	18	0.0	0.0
43094	536196	0	S	4	1	22474	24.95	2007	54	25.09	15.11
41803	1779694	0	S	2	1	1027250	72.25	2013	15	138.94	23.8
11364	55967	0	D	8	1	1004463	34.98	2005	30	100.34	35.99
822	741387	0	D	2	1	2530467	77.0	2007	41	100.86	13.94
13794	2261922	1	D	0	0	3411675	30.0	2009	37	0.0	23.98
4029	203949	0	D	11	1	654235	76.95	2007	65	38.96	45.58
32373	265303	0	D	1	0	1829318	139.0	2005	13	143.78	73.79
17696	177524	0	D	4	1	509280	368.95	2006	25	125.44	74.98
11530	278715	1	D	0	0	995944	169.5	2004	36	0.0	69.91
32236	595072	0	D	2	1	1071118	43.95	2012	27	28.99	33.99
75913	575916	0	S	3	1	48660	126.95	2011	51	31.77	71.69
28202	50665	0	D	10	1	294199	194.0	2007	82	142.99	58.02
33557	1746137	0	D	0	0	499958	44.95	2009	18	0.0	36.94
48949	113766	0	S	0	0	1289101	70.4	1999	52	21.99	4.03
7540	579666	0	D	3	1	1782952	39.95	2006	34	44.08	6.37
50465	299912	0	S	2	1	1600089	199.95	2004	25	430.02	102.3
18842	163199	0	D	1	0	810856	124.0	2009	48	98.33	21.05
73473	1735349	0	S	1	0	606075	38.95	2006	14	23.44	18.93
58588	200412	1	S	2	1	28855	97.95	2011	42	49.9	63.99
51719	55350	0	S	2	1	1126976	201.95	2004	74	160.1	59.5
65185	145879	0	S	2	1	75448	79.99	2010	25	3.84	53.62
72237	2109038	0	S	10	1	439453	26.99	2013	36	23.95	11.98
68495	560100	0	S	3	1	26822	72.25	2011	87	42.1	23.99
16201	55270	1	D	11	1	55642	160.8	2010	245	77.77	17.95
21148	118411	0	D	2	1	1789119	84.0	2006	33	36.99	7.55
54999	2113751	0	S	2	1	1325680	49.99	2013	29	18.29	31.93
79454	623442	0	S	3	1	79527	94.95	2011	47	49.89	50.95
5965	617770	1	D	10	1	27786	328.6	2013	95	245.24	49.96
76329	2341019	0	S	14	1	2760969	17.13	1987	49	0.0	15.42
60318	121741	0	S	5	1	874827	130.75	1998	40	82.01	21.99
64529	531352	0	S	6	1	86556	112.0	2012	38	26.93	58.99
83824	2054408	0	S	2	1	50131	42.95	2010	61	32.37	37.31
35540	109945	0	D	8	1	874302	20.62	2008	47	56.13	14.26
29273	591708	0	D	3	1	24540	26.44	2011	112	24.32	38.99
72514	681617	0	S	2	1	78908	30.0	2013	35	29.06	24.82
15917	606673	0	D	2	1	8326493	97.33	1994	15	29.58	28.99
22868	3066268	1	D	1	0	345022	79.95	1997	43	176.1	16.49
22810	204148	1	D	7	1	491992	68.99	2009	190	48.11	10.6
2319	2362244	0	D	1	0	2043535	1580.0	1994	8	699.56	675.0
31299	169637	0	D	4	1	502154	293.95	2009	29	138.99	56.99
6406	873197	1	D	2	1	668091	123.0	2000	37	184.98	66.21
5791	566758	0	D	5	1	260021	341.97	2005	46	212.85	98.34
58503	609098	0	S	2	1	4303029	210.95	1999	33	39.93	7.86
61626	536042	0	S	5	1	146956	52.99	2009	56	18.95	25.21
14130	630231	1	D	0	0	643087	25.95	2005	40	50.94	23.97
29658	868220	1	D	2	1	1402394	81.65	1990	42	51.94	44.99
35861	768710	0	D	13	1	1834238	4.57	2000	63	142.89	4.57
7851	203594	1	D	0	0	1429516	50.95	2004	30	53.66	48.92
79091	298322	0	S	0	0	575712	111.0	2011	15	0.0	77.48
81134	701181	0	S	3	1	514336	33.0	2006	59	4.0	9.98
26841	577404	0	D	5	1	1027308	72.95	2007	69	43.38	10.97
1368	2325585	0	D	4	1	3310063	0.0	1976	20	36.53	57.29
36832	119216	0	S	9	1	599824	193.33	2010	12	97.34	60.73
71589	543713	0	S	2	1	362098	49.99	2013	41	18.95	36.97
21410	2159965	0	D	2	1	420341	14.0	2007	20	15.53	32.34
68822	914268	0	S	1	0	71167	20.99	2004	30	22.91	24.64
6157	56455	1	D	8	1	2184440	99.2	2004	54	67.98	18.98
51747	51599	1	S	1	0	595952	65.65	2005	58	67.96	42.62
67819	532092	0	S	0	0	112043	61.95	2009	28	43.83	39.06
9208	245399	0	D	0	0	3749801	159.0	2003	25	0.0	53.69
18312	50705	1	D	6	1	36685	210.4	2009	168	73.06	109.09
67121	607813	0	S	4	1	4526163	147.95	1996	33	118.05	23.98
49070	701020	0	S	2	1	1691815	79.0	2005	22	25.76	56.37
27617	252032	1	D	8	1	270641	91.95	2007	30	47.64	14.49
25737	552945	0	D	3	1	184297	52.2	2008	28	0.0	0.0
36344	121531	1	S	3	1	81916	190.0	1998	41	7.24	48.93
28751	873176	0	D	0	0	356638	75.0	2005	19	44.2	57.61
53120	107447	0	S	11	1	901979	116.25	2006	41	87.98	20.99
11624	131700	0	D	2	1	1038905	62.0	2003	30	34.5	21.91
856	53092	0	D	3	1	356114	16.99	2004	66	4.22	16.99
30182	649251	0	D	1	0	316995	45.0	2004	46	29.99	41.49
75916	534109	1	S	12	1	838912	162.5	2007	33	122.28	27.99
64192	127434	0	S	2	1	209491	65.95	2008	55	28.99	33.49
44762	897371	0	S	4	1	1015750	44.67	2014	19	47.19	36.42
50908	232042	0	S	1	0	120411	76.0	2006	36	0.0	61.04
80766	525643	0	S	7	1	128000	44.99	2012	71	21.28	27.46
6112	533548	1	D	14	1	24438	324.95	2012	62	170.49	90.53
80869	664320	0	S	2	1	349702	62.95	2013	27	46.68	51.99
16945	193963	0	D	0	0	2934981	54.0	2000	27	76.3	17.41
27553	789262	0	D	0	0	4258199	149.0	2002	15	121.94	137.17
4641	905809	1	D	4	1	1846549	291.39	2005	15	113.98	73.33
5690	118519	0	D	11	1	394967	153.33	2007	118	103.98	13.99
58436	147590	0	S	7	1	1556873	64.95	2008	77	4.0	5.19
81298	635862	0	S	2	1	92693	30.0	2011	48	22.33	24.4
45653	1517014	0	S	7	1	963463	204.33	2013	17	104.39	159.55
80487	120121	0	S	1	0	84708	196.4	2011	49	0.0	71.99
46087	175969	0	S	4	1	111264	99.99	2009	52	53.99	65.99
53434	199942	0	S	3	1	2309726	56.95	2002	26	106.92	43.95
78887	683426	0	S	2	1	106659	29.95	2009	15	0.0	22.22
3708	661059	0	D	14	1	603168	99.95	2012	11	503.99	499.97
24002	576604	0	D	3	1	2987156	108.95	2004	25	126.99	16.4
10025	112790	0	D	2	1	2662266	220.0	2005	10	123.99	36.99
9283	637542	0	D	9	1	8488	156.4	2013	74	76.95	86.98
71713	875425	0	S	8	1	910276	48.63	2012	18	102.49	45.71
50508	592240	1	S	1	0	1302308	143.95	2009	61	16.99	20.99
12204	561658	0	D	7	1	1856276	204.95	2007	23	70.92	22.99
81824	2596828	0	S	0	0	576410	44.99	1989	34	0.0	34.97
79559	534727	0	S	5	1	988411	49.99	2013	70	0.0	8.99
23078	615761	1	D	4	1	185773	34.99	2010	97	21.91	23.99
55102	3462560	0	S	2	1	5506818	241.0	2001	12	91.09	211.73
29123	57692	0	D	5	1	655740	110.4	2011	111	42.93	15.93
14176	606759	0	D	12	1	1681763	69.95	2005	47	52.24	34.42
53051	142998	0	S	5	1	1116352	35.0	2005	32	30.68	18.89
15581	3262806	0	D	4	1	456272	0.0	1998	16	52.38	94.22
62041	916191	1	S	7	1	977311	0.0	2011	34	185.24	110.58
8431	3123752	0	D	1	0	1313913	52.75	1999	23	117.57	49.86
81525	57196	0	S	2	1	3264282	51.95	1999	40	84.45	40.48
36579	644599	0	S	8	1	670715	68.98	2012	38	102.99	43.99
26492	539566	1	D	3	1	317181	205.2	2010	54	118.08	58.99
14173	106122	0	D	4	1	164086	80.0	2006	58	28.89	37.97
59603	2899420	0	S	1	0	208295	84.72	1979	50	43.18	93.97
66773	797726	0	S	4	1	285158	50.95	2005	26	34.62	49.95
61026	672881	0	S	2	1	350882	18.99	2012	118	0.0	0.0
35841	145374	0	D	7	1	3697087	68.2	2006	28	38.34	29.9
8831	2427831	0	D	3	1	1401987	118.0	1992	17	47.99	36.09
85061	900397	0	S	1	0	20291	29.0	2008	9	43.86	25.99
51458	530869	0	S	5	1	163065	51.95	2010	30	41.99	29.27
64874	645056	0	S	7	1	608008	150.0	2013	41	68.62	103.98
75077	2612734	0	S	2	1	221261	39.99	2001	27	25.59	29.97
61662	560858	0	S	3	1	524423	77.2	2005	83	4.0	27.9
55934	613652	0	S	2	1	1095556	146.0	2008	55	52.99	8.99
6866	616882	1	D	1	0	1248936	44.95	2002	37	56.57	19.98
993	2573545	0	D	5	1	2866953	138.1	1991	44	123.99	47.01
70582	116009	0	S	2	1	159125	82.0	2005	39	4.1	16.83
26862	2668653	0	D	0	0	1526791	125.7	1994	29	41.84	39.98
22775	269449	0	D	4	1	717522	77.95	2006	14	0.0	0.0
63769	192460	0	S	5	1	2171410	134.0	2005	13	95.79	49.94
25311	121738	0	D	5	1	999250	153.33	1998	48	118.73	27.98
19329	2851713	1	D	1	0	3863769	440.0	1988	16	199.58	96.79
15981	608535	1	D	2	1	1733075	175.95	2004	28	117.19	6.68
20456	53859	0	D	5	1	680793	141.33	2008	31	78.05	4.99
77867	57879	0	S	6	1	24508	64.95	2011	73	28.99	22.99
75782	133282	1	S	6	1	316321	107.2	2010	32	24.8	63.98
58896	2670792	0	S	3	1	932979	87.0	1997	22	9.31	99.48
34705	50386	0	D	9	1	2952991	113.25	2006	40	81.75	8.97
43225	554161	0	S	6	1	672651	63.0	1999	25	5.9	36.55
66049	546399	0	S	13	1	580366	75.0	2012	52	6.94	30.82
27324	643918	0	D	0	0	97933	61.99	2010	15	0.0	0.0
44496	867528	0	S	7	1	307397	65.95	2014	13	103.98	51.6
45660	1517142	0	S	8	1	350931	204.33	2014	17	83.99	149.09
4341	109703	0	D	12	1	1278844	43.74	2009	30	14.43	33.94
37458	562170	0	S	5	1	795654	180.95	2008	38	115.42	11.73
25835	609414	0	D	7	1	2022967	85.0	2000	59	7.89	12.94
29259	363540	1	D	3	1	987680	142.0	2007	52	78.16	26.59
84826	111990	0	S	11	1	600105	79.75	2011	26	12.15	43.99
54632	868142	0	S	2	1	434687	98.0	1985	44	124.82	81.48
76046	199864	0	S	2	1	352154	128.95	2002	36	42.59	88.2
71722	915802	0	S	0	0	897554	131.0	2014	31	12.65	68.99
4736	118203	0	D	2	1	253505	164.33	2007	36	90.69	14.88
14112	157863	0	D	1	0	5374731	28.95	1996	19	39.09	39.98
58914	247967	0	S	1	0	724236	67.0	2007	19	0.0	59.56
10872	495349	1	D	3	1	169600	105.0	2010	150	67.88	25.98
60879	532656	0	S	2	1	901602	269.99	2006	20	5.3	28.97
51115	107787	0	S	7	1	666586	53.88	2004	45	39.87	44.03
45600	2475526	0	S	9	1	422995	77.6	1997	39	10.86	54.97
54151	314621	0	S	3	1	609092	193.33	2006	29	111.83	61.18
8620	249274	0	D	3	1	42199	149.1	2011	47	45.46	75.1
52319	165816	0	S	7	1	1307633	85.59	2004	27	61.49	16.75
41727	1729779	0	S	0	0	1528753	38.95	2008	21	0.0	28.99
72708	58016	0	S	2	1	426328	97.95	1998	18	78.09	35.52
1620	3151071	0	D	1	0	4579405	89.95	2001	10	70.17	19.3
78665	526327	0	S	2	1	305805	65.0	2008	58	49.6	48.44
24172	192486	1	D	1	0	289325	67.95	2006	76	43.99	13.97
17444	110772	0	D	3	1	890536	33.99	2007	52	43.62	16.19
45854	610275	0	S	6	1	109979	87.95	2013	27	55.09	56.36
85073	607809	0	S	8	1	1306206	5.94	2009	71	59.79	6.68
31630	541906	0	D	2	1	96055	85.0	2000	48	46.55	53.93
23129	145616	0	D	5	1	842444	104.4	2007	34	93.91	48.97
69659	57332	0	S	3	1	1650535	79.2	2000	37	101.27	30.43
23103	247443	0	D	1	0	365465	36.95	2005	34	41.21	39.67
56112	51915	0	S	11	1	454793	128.2	2007	124	129.72	7.89
745	56336	0	D	8	1	1462702	39.95	2004	43	35.94	13.79
7896	135650	0	D	2	1	1516562	49.95	2009	33	21.91	4.79
