SKU	PRED	PRED_CLASS
637698	0.008	0
153852	0.612	1
761381	0.078	0
51842	0.606	1
2131436	0.006	0
870698	0.068	0
194078	0.016	0
636825	0.274	0
162117	0.218	0
246211	0.038	0
898858	0.106	0
545895	0.064	0
140421	0.254	0
609928	0.048	0
112809	0.146	0
285869	0.296	0
51185	0.528	1
875166	0.106	0
243857	0.178	0
178021	0.098	0
530236	0.134	0
608639	0.068	0
557251	0.064	0
748377	0.04	0
193610	0.418	0
608745	0.214	0
2580536	0.096	0
715792	0.262	0
869836	0.33	0
2146757	0.086	0
249794	0.26	0
878113	0.2	0
166982	0.144	0
2698164	0.044	0
713004	0.172	0
154071	0.078	0
60177	0.25	0
2851317	0.02	0
545936	0.356	0
644297	0.192	0
54049	0.166	0
107183	0.104	0
608965	0.13	0
743240	0.13	0
553538	0.442	1
434859	0.14	0
659633	0.008	0
662343	0.026	0
203521	0.036	0
143422	0.152	0
244420	0.186	0
917362	0.12	0
1964872	0.056	0
116752	0.188	0
2730139	0.07	0
516485	0.05	0
569546	0.154	0
116934	0.098	0
148398	0.104	0
342971	0.328	0
865503	0.032	0
606777	0.212	0
204053	0.28	0
626397	0.248	0
1455039	0.032	0
121179	0.534	1
2415889	0.17	0
607514	0.038	0
595606	0.842	1
268362	0.11	0
2338856	0.024	0
120233	0.53	1
622953	0.666	1
778411	0.036	0
705705	0.062	0
54961	0.626	1
874558	0.028	0
2694296	0.528	1
627006	0.008	0
126213	0.354	0
2489801	0.048	0
186391	0.102	0
55259	0.234	0
117333	0.164	0
408235	0.07	0
623228	0.096	0
632889	0.3	0
249813	0.164	0
551995	0.526	1
897099	0.12	0
2350074	0.104	0
715603	0.23	0
859473	0.198	0
142972	0.064	0
646060	0.042	0
290203	0.282	0
220381	0.082	0
2113672	0.268	0
2673634	0.082	0
619645	0.218	0
651971	0.234	0
254522	0.162	0
526609	0.242	0
349963	0.112	0
698175	0.004	0
161819	0.15	0
528579	0.076	0
758356	0.058	0
2090728	0.094	0
144359	0.06	0
112225	0.056	0
1468143	0.042	0
58561	0.17	0
526737	0.176	0
550760	0.442	1
615210	0.364	0
772113	0.138	0
920682	0.076	0
2018328	0.216	0
547675	0.574	1
879148	0.276	0
637566	0.136	0
58337	0.15	0
696397	0.102	0
175860	0.21	0
607444	0.136	0
120208	0.502	1
183243	0.068	0
245233	0.38	0
878893	0.2	0
53788	0.122	0
51713	0.382	0
879700	0.186	0
56941	0.036	0
55085	0.262	0
54585	0.156	0
877223	0.066	0
554172	0.132	0
192925	0.03	0
232194	0.324	0
565870	0.224	0
169895	0.158	0
2561809	0.082	0
205901	0.02	0
1871270	0.066	0
175434	0.122	0
2649528	0.012	0
1477293	0.034	0
293258	0.138	0
54931	0.068	0
281075	0.052	0
285988	0.06	0
272542	0.106	0
53077	0.146	0
545793	0.156	0
113563	0.476	1
587655	0.44	1
267906	0.038	0
776191	0.046	0
192578	0.026	0
1565499	0.154	0
699167	0.366	0
250624	0.2	0
1587750	0.02	0
1982574	0.044	0
2893379	0.006	0
244342	0.458	1
1718594	0.004	0
279392	0.034	0
260401	0.2	0
126347	0.32	0
268338	0.05	0
119814	0.152	0
902496	0.058	0
864266	0.068	0
633785	0.278	0
54560	0.204	0
50365	0.134	0
203572	0.266	0
253967	0.126	0
542117	0.092	0
213181	0.158	0
622946	0.288	0
644196	0.328	0
577358	0.018	0
130481	0.334	0
2134570	0.028	0
545414	0.036	0
660796	0.05	0
613483	0.15	0
617834	0.05	0
51314	0.052	0
131479	0.066	0
141782	0.37	0
705051	0.036	0
55437	0.33	0
279942	0.13	0
434728	0.096	0
2258682	0.16	0
803858	0.048	0
2579941	0.022	0
875281	0.048	0
761762	0.126	0
213135	0.186	0
270798	0.358	0
540054	0.116	0
203848	0.258	0
555195	0.282	0
871059	0.254	0
613780	0.062	0
106275	0.072	0
873515	0.09	0
1584477	0.004	0
620311	0.132	0
58458	0.224	0
644381	0.116	0
50436	0.396	0
526550	0.172	0
527244	0.094	0
107800	0.072	0
203666	0.068	0
612626	0.5	1
161717	0.132	0
742614	0.42	0
159465	0.338	0
251209	0.172	0
132107	0.1	0
867595	0.124	0
595050	0.496	1
613288	0.428	0
529032	0.126	0
615645	0.682	1
917842	0.036	0
147610	0.382	0
832400	0.256	0
57126	0.122	0
878645	0.286	0
705677	0.236	0
533169	0.07	0
131847	0.14	0
531376	0.27	0
539474	0.238	0
525699	0.19	0
60452	0.246	0
1829017	0.05	0
127630	0.504	1
169407	0.14	0
783760	0.242	0
621335	0.196	0
172219	0.084	0
792864	0.036	0
103857	0.372	0
538467	0.436	1
169242	0.374	0
642290	0.01	0
902719	0.042	0
174411	0.096	0
864279	0.132	0
53947	0.238	0
592120	0.218	0
385625	0.04	0
308886	0.038	0
287646	0.358	0
292149	0.074	0
533726	0.016	0
190386	0.198	0
827057	0.02	0
266266	0.474	1
58064	0.076	0
110378	0.26	0
662398	0.21	0
533906	0.206	0
572301	0.016	0
50805	0.084	0
159568	0.028	0
52005	0.414	0
619836	0.04	0
2375771	0.426	0
622214	0.366	0
908895	0.12	0
862905	0.108	0
2143654	0.052	0
865129	0.048	0
105254	0.032	0
198115	0.12	0
199999	0.356	0
617125	0.278	0
1651550	0.014	0
50649	0.442	1
117678	0.392	0
747669	0.026	0
866603	0.348	0
540430	0.692	1
3059227	0.18	0
610047	0.154	0
111222	0.568	1
117211	0.142	0
718434	0.206	0
645032	0.082	0
177934	0.4	0
368662	0.082	0
58327	0.124	0
546525	0.34	0
52032	0.558	1
663742	0.094	0
2595182	0.354	0
336668	0.04	0
132424	0.29	0
146879	0.398	0
528717	0.022	0
1437094	0.048	0
1826388	0.316	0
298382	0.17	0
529495	0.054	0
547000	0.06	0
154297	0.402	0
426361	0.148	0
655341	0.07	0
525377	0.082	0
622955	0.134	0
348695	0.072	0
666751	0.072	0
53020	0.528	1
170038	0.406	0
1476472	0.05	0
870575	0.196	0
630062	0.104	0
170484	0.168	0
635229	0.516	1
638690	0.048	0
2168119	0.134	0
51947	0.17	0
265708	0.252	0
763496	0.006	0
778597	0.084	0
923186	0.274	0
176831	0.094	0
560304	0.082	0
183574	0.116	0
248160	0.056	0
527832	0.078	0
901128	0.132	0
911891	0.056	0
618598	0.278	0
710537	0.274	0
633167	0.016	0
235135	0.132	0
609152	0.444	1
52490	0.028	0
569384	0.038	0
861841	0.08	0
111231	0.194	0
58163	0.464	1
446828	0.206	0
665006	0.052	0
609562	0.238	0
920896	0.546	1
544773	0.776	1
625348	0.242	0
162433	0.136	0
658787	0.068	0
912866	0.244	0
224421	0.152	0
898969	0.088	0
795190	0.378	0
530036	0.05	0
920994	0.41	0
52873	0.276	0
528974	0.29	0
51776	0.132	0
54567	0.56	1
193443	0.08	0
178854	0.13	0
169550	0.196	0
875723	0.086	0
614890	0.106	0
51762	0.148	0
111980	0.052	0
1657122	0.098	0
110382	0.278	0
658161	0.03	0
113155	0.11	0
2664595	0.172	0
872399	0.088	0
789382	0.09	0
197660	0.108	0
867435	0.036	0
55748	0.306	0
57286	0.384	0
580836	0.006	0
1535828	0.228	0
115485	0.058	0
2559409	0.128	0
1574052	0.052	0
872316	0.022	0
539435	0.244	0
326392	0.066	0
100520	0.072	0
620774	0.224	0
567742	0.206	0
862346	0.132	0
541324	0.074	0
664306	0.134	0
50684	0.378	0
878250	0.094	0
1516821	0.114	0
105824	0.182	0
57282	0.36	0
909618	0.032	0
544526	0.41	0
295518	0.13	0
178153	0.298	0
551369	0.658	1
119138	0.202	0
632185	0.32	0
608217	0.27	0
456438	0.024	0
625246	0.224	0
628748	0.334	0
876439	0.084	0
60021	0.216	0
291732	0.356	0
1519332	0.032	0
222201	0.016	0
525673	0.272	0
147637	0.21	0
756964	0.06	0
183258	0.066	0
608009	0.248	0
121197	0.402	0
533916	0.158	0
907367	0.05	0
628907	0.506	1
315033	0.18	0
646928	0.15	0
528999	0.018	0
546491	0.538	1
1900762	0.138	0
252584	0.06	0
145711	0.26	0
51207	0.318	0
61228	0.13	0
527821	0.15	0
159461	0.036	0
616531	0.182	0
158189	0.03	0
879783	0.06	0
916911	0.304	0
527532	0.084	0
492178	0.716	1
594074	0.166	0
876248	0.098	0
284984	0.11	0
61112	0.514	1
895827	0.044	0
420060	0.018	0
50224	0.196	0
894953	0.104	0
153933	0.286	0
50145	0.452	1
177633	0.054	0
114621	0.058	0
743168	0.18	0
593991	0.528	1
911463	0.222	0
555791	0.21	0
161921	0.05	0
52557	0.516	1
192008	0.088	0
112828	0.052	0
920215	0.06	0
313731	0.148	0
2341882	0.088	0
285493	0.372	0
587881	0.216	0
119033	0.354	0
3044374	0.26	0
637177	0.072	0
50886	0.098	0
587826	0.172	0
2340656	0.1	0
640422	0.068	0
607345	0.244	0
661419	0.392	0
1673244	0.026	0
867776	0.048	0
451715	0.214	0
1519104	0.082	0
569745	0.06	0
144629	0.068	0
117501	0.17	0
606873	0.096	0
655046	0.07	0
529772	0.036	0
875282	0.08	0
51216	0.386	0
545684	0.296	0
2094389	0.094	0
861869	0.056	0
416610	0.516	1
308471	0.164	0
629611	0.126	0
849668	0.292	0
669475	0.008	0
896973	0.024	0
187963	0.06	0
224361	0.074	0
269548	0.108	0
206140	0.148	0
745038	0.104	0
133264	0.2	0
2787038	0.214	0
2427604	0.094	0
537629	0.17	0
264568	0.16	0
55038	0.238	0
193644	0.108	0
766260	0.072	0
436705	0.382	0
268478	0.072	0
56213	0.392	0
60747	0.504	1
120623	0.246	0
228249	0.092	0
715526	0.012	0
561513	0.316	0
2328211	0.098	0
120349	0.426	0
52617	0.276	0
557457	0.26	0
54372	0.338	0
120715	0.286	0
434930	0.688	1
164914	0.296	0
868000	0.116	0
51641	0.668	1
2390792	0.408	0
629204	0.094	0
57605	0.02	0
61072	0.146	0
290522	0.176	0
780221	0.186	0
618355	0.24	0
567783	0.424	0
734572	0.072	0
544744	0.362	0
758935	0.04	0
116112	0.188	0
885846	0.126	0
708554	0.242	0
113906	0.252	0
538641	0.144	0
121384	0.22	0
541015	0.058	0
919942	0.314	0
223010	0.038	0
111379	0.05	0
656061	0.186	0
250623	0.138	0
247873	0.192	0
109360	0.092	0
2782610	0.164	0
155316	0.104	0
107644	0.18	0
773454	0.272	0
545771	0.01	0
114132	0.096	0
870254	0.102	0
148721	0.374	0
120150	0.068	0
545942	0.392	0
423250	0.536	1
533328	0.182	0
128880	0.12	0
806926	0.12	0
250075	0.064	0
612965	0.274	0
561333	0.288	0
532736	0.254	0
544396	0.396	0
53886	0.032	0
508487	0.044	0
56902	0.286	0
541735	0.042	0
60424	0.1	0
55601	0.022	0
50697	0.258	0
50339	0.522	1
609811	0.046	0
897251	0.136	0
50184	0.746	1
248454	0.446	1
543231	0.082	0
416559	0.126	0
495350	0.046	0
3959829	0.154	0
54692	0.32	0
117535	0.016	0
515908	0.168	0
117899	0.372	0
897393	0.214	0
56354	0.536	1
528959	0.116	0
537640	0.386	0
541660	0.144	0
576643	0.18	0
2579495	0.04	0
127537	0.022	0
619771	0.632	1
536505	0.078	0
109905	0.232	0
618689	0.634	1
738545	0.136	0
702479	0.096	0
114853	0.09	0
120102	0.256	0
428328	0.132	0
108367	0.142	0
108248	0.32	0
127051	0.052	0
640346	0.074	0
540566	0.058	0
417093	0.388	0
1833779	0.128	0
102038	0.044	0
916326	0.152	0
610324	0.106	0
673877	0.172	0
456496	0.594	1
576603	0.068	0
705502	0.266	0
583338	0.01	0
58246	0.166	0
880076	0.17	0
610018	0.474	1
1612139	0.012	0
2551144	0.002	0
628734	0.168	0
564194	0.034	0
55098	0.506	1
615297	0.12	0
366504	0.094	0
905546	0.178	0
2698387	0.046	0
516533	0.156	0
110071	0.33	0
339914	0.162	0
110724	0.134	0
280502	0.146	0
51146	0.472	1
592015	0.354	0
55178	0.498	1
647024	0.036	0
557226	0.1	0
633505	0.156	0
874651	0.11	0
630518	0.266	0
880139	0.248	0
617892	0.056	0
3016759	0.104	0
864711	0.38	0
113119	0.016	0
110178	0.544	1
763760	0.274	0
1533911	0.062	0
3629381	0.072	0
254605	0.226	0
564326	0.106	0
162717	0.104	0
602441	0.6	1
530834	0.024	0
609154	0.074	0
286141	0.324	0
639786	0.224	0
55609	0.118	0
56932	0.08	0
1958207	0.036	0
874162	0.11	0
132830	0.114	0
756841	0.268	0
1686649	0.394	0
162948	0.374	0
434720	0.218	0
244160	0.82	1
917718	0.046	0
1750893	0.05	0
1929060	0.022	0
527644	0.206	0
911870	0.022	0
55634	0.022	0
346315	0.074	0
300484	0.014	0
416603	0.328	0
308949	0.314	0
177923	0.468	1
870193	0.108	0
127270	0.024	0
564714	0.228	0
906225	0.018	0
901583	0.012	0
863052	0.126	0
1521175	0.02	0
60419	0.258	0
268699	0.034	0
561642	0.072	0
112241	0.404	0
254575	0.3	0
618941	0.5	1
874830	0.27	0
113203	0.196	0
217280	0.23	0
183108	0.058	0
528800	0.184	0
290961	0.418	0
746172	0.108	0
861538	0.158	0
879444	0.236	0
630169	0.346	0
206417	0.06	0
54088	0.23	0
57343	0.678	1
178246	0.252	0
566587	0.096	0
539023	0.032	0
183012	0.088	0
620367	0.106	0
55945	0.078	0
54030	0.368	0
131763	0.222	0
366846	0.334	0
2665560	0.114	0
244075	0.286	0
914981	0.314	0
811164	0.062	0
51201	0.358	0
51357	0.612	1
104927	0.068	0
2078599	0.104	0
609479	0.346	0
612501	0.478	1
864764	0.364	0
105627	0.176	0
1593502	0.114	0
614232	0.438	1
261413	0.166	0
301383	0.042	0
3225712	0.124	0
51993	0.098	0
794984	0.068	0
873575	0.296	0
527909	0.032	0
526996	0.09	0
544281	0.43	0
109283	0.452	1
57409	0.358	0
116027	0.312	0
285672	0.37	0
416619	0.246	0
132237	0.3	0
617989	0.19	0
1927732	0.02	0
2415606	0.026	0
212355	0.604	1
2071500	0.068	0
558760	0.032	0
909067	0.06	0
529620	0.03	0
530888	0.036	0
685703	0.03	0
890852	0.16	0
742549	0.098	0
526704	0.114	0
257979	0.438	1
644080	0.048	0
757213	0.068	0
2564075	0.142	0
57025	0.11	0
2039718	0.122	0
204026	0.076	0
621701	0.108	0
245026	0.252	0
525272	0.182	0
546630	0.094	0
866982	0.134	0
583215	0.014	0
169429	0.042	0
917856	0.344	0
608609	0.032	0
540427	0.12	0
578911	0.136	0
879906	0.414	0
205728	0.096	0
867971	0.098	0
834860	0.06	0
2331842	0.106	0
114702	0.282	0
2570505	0.058	0
58261	0.312	0
916752	0.054	0
876337	0.012	0
177771	0.478	1
53010	0.106	0
172018	0.166	0
52666	0.434	1
574801	0.142	0
2559480	0.076	0
914117	0.052	0
528947	0.02	0
574215	0.078	0
110939	0.288	0
121195	0.558	1
162594	0.1	0
51364	0.416	0
1473279	0.066	0
766351	0.338	0
175092	0.106	0
705109	0.212	0
889963	0.008	0
2261956	0.162	0
661201	0.028	0
54054	0.384	0
2343164	0.054	0
760629	0.016	0
613297	0.454	1
191869	0.48	1
129428	0.068	0
158286	0.02	0
53015	0.144	0
896105	0.086	0
569587	0.204	0
534705	0.03	0
615791	0.13	0
525501	0.054	0
195169	0.02	0
531786	0.048	0
110452	0.372	0
543406	0.062	0
299566	0.166	0
642015	0.332	0
212997	0.146	0
861894	0.192	0
544369	0.754	1
58258	0.348	0
2377881	0.076	0
1462464	0.122	0
270682	0.34	0
914853	0.124	0
248837	0.176	0
1498367	0.054	0
667997	0.018	0
537582	0.702	1
552616	0.06	0
53506	0.426	0
289290	0.114	0
195170	0.0	0
3060208	0.218	0
538581	0.108	0
254491	0.196	0
654856	0.112	0
2647032	0.084	0
526757	0.264	0
286277	0.53	1
849899	0.188	0
867672	0.166	0
738589	0.134	0
747002	0.02	0
914072	0.2	0
247885	0.098	0
52528	0.338	0
132283	0.074	0
243954	0.168	0
288840	0.082	0
113626	0.144	0
917820	0.056	0
535686	0.55	1
233372	0.394	0
541853	0.162	0
3805455	0.04	0
619761	0.35	0
293584	0.108	0
284923	0.178	0
530591	0.07	0
608960	0.282	0
170130	0.358	0
235350	0.162	0
739573	0.104	0
916542	0.02	0
110110	0.864	1
52088	0.116	0
859710	0.128	0
106391	0.1	0
287126	0.054	0
115278	0.388	0
57141	0.268	0
297987	0.164	0
561478	0.044	0
2373429	0.092	0
110755	0.116	0
915482	0.112	0
51401	0.058	0
918880	0.04	0
1487337	0.196	0
770858	0.012	0
126651	0.284	0
539899	0.158	0
339040	0.054	0
3072490	0.138	0
53526	0.492	1
297243	0.044	0
2431233	0.042	0
2696078	0.146	0
867409	0.344	0
51027	0.584	1
618604	0.076	0
270123	0.026	0
259737	0.396	0
109306	0.162	0
702504	0.196	0
628331	0.058	0
651506	0.234	0
107665	0.074	0
165916	0.258	0
60693	0.384	0
2098021	0.044	0
156611	0.404	0
163034	0.338	0
485510	0.358	0
574720	0.106	0
1719117	0.02	0
288943	0.29	0
624587	0.014	0
624716	0.478	1
906152	0.032	0
146141	0.228	0
860855	0.098	0
1581613	0.104	0
246555	0.062	0
599904	0.054	0
539109	0.022	0
628927	0.126	0
795273	0.098	0
50141	0.378	0
2256112	0.014	0
128160	0.046	0
146123	0.342	0
1952969	0.03	0
265094	0.062	0
910959	0.286	0
145897	0.588	1
254114	0.278	0
295906	0.016	0
272543	0.078	0
609263	0.134	0
298875	0.234	0
132836	0.468	1
877199	0.032	0
157147	0.092	0
1633866	0.03	0
117475	0.054	0
421761	0.402	0
538886	0.334	0
431067	0.006	0
560994	0.204	0
914255	0.216	0
134884	0.198	0
192417	0.242	0
651853	0.19	0
111909	0.758	1
674577	0.088	0
869779	0.116	0
609779	0.02	0
111961	0.074	0
106269	0.504	1
51109	0.408	0
261397	0.082	0
644508	0.312	0
56100	0.31	0
115650	0.084	0
660973	0.034	0
556536	0.094	0
54835	0.068	0
906100	0.132	0
177515	0.032	0
249903	0.35	0
416513	0.198	0
293636	0.172	0
685270	0.142	0
607726	0.31	0
154213	0.172	0
196253	0.06	0
880315	0.126	0
245256	0.252	0
913937	0.026	0
135637	0.052	0
572028	0.322	0
664419	0.182	0
144400	0.05	0
639310	0.088	0
919068	0.028	0
867983	0.212	0
57019	0.396	0
218095	0.07	0
55187	0.33	0
594660	0.56	1
56108	0.522	1
542517	0.074	0
145681	0.42	0
539014	0.188	0
148627	0.392	0
864412	0.008	0
836172	0.092	0
120278	0.062	0
574407	0.312	0
2345791	0.128	0
2386774	0.304	0
613154	0.182	0
661767	0.014	0
533709	0.424	0
261981	0.088	0
1549929	0.024	0
133365	0.286	0
2608720	0.008	0
162844	0.1	0
628922	0.07	0
633755	0.396	0
614922	0.19	0
313915	0.162	0
907556	0.112	0
279403	0.024	0
169847	0.086	0
617765	0.142	0
626982	0.202	0
714744	0.108	0
574352	0.118	0
293233	0.028	0
631620	0.062	0
624296	0.174	0
587769	0.064	0
149549	0.244	0
635551	0.128	0
529654	0.288	0
2405247	0.098	0
833140	0.068	0
120608	0.084	0
1688591	0.004	0
435262	0.094	0
1782681	0.058	0
877505	0.318	0
608275	0.042	0
914498	0.344	0
591109	0.168	0
847921	0.032	0
1854646	0.35	0
2158867	0.09	0
1772704	0.126	0
3828570	0.124	0
897695	0.148	0
53404	0.102	0
826793	0.18	0
2335683	0.258	0
456665	0.272	0
176732	0.128	0
904456	0.228	0
613848	0.868	1
547291	0.072	0
53511	0.218	0
2256395	0.032	0
661113	0.066	0
699125	0.012	0
391814	0.102	0
641566	0.086	0
914854	0.158	0
522117	0.696	1
131630	0.06	0
904581	0.334	0
213084	0.232	0
531818	0.078	0
131665	0.226	0
874947	0.24	0
532062	0.028	0
2502240	0.174	0
874640	0.084	0
105885	0.524	1
2105379	0.096	0
628526	0.054	0
625239	0.066	0
199207	0.362	0
366199	0.204	0
60605	0.22	0
918319	0.02	0
191487	0.122	0
525402	0.384	0
141636	0.148	0
863735	0.034	0
895974	0.04	0
2171980	0.16	0
541568	0.008	0
133293	0.24	0
800624	0.028	0
111079	0.384	0
529066	0.368	0
875185	0.114	0
114792	0.158	0
264502	0.15	0
530114	0.13	0
922568	0.266	0
112839	0.13	0
903691	0.008	0
124007	0.49	1
116149	0.138	0
864256	0.094	0
905590	0.248	0
114739	0.178	0
121181	0.332	0
650528	0.108	0
613631	0.31	0
623338	0.242	0
260428	0.176	0
217316	0.038	0
115198	0.08	0
118249	0.596	1
608400	0.026	0
421858	0.442	1
183260	0.084	0
262640	0.078	0
52502	0.394	0
879002	0.044	0
243850	0.084	0
692433	0.03	0
612999	0.208	0
227328	0.044	0
50544	0.274	0
54023	0.528	1
52860	0.32	0
545631	0.754	1
104542	0.026	0
550308	0.164	0
256195	0.074	0
52187	0.468	1
107112	0.088	0
789320	0.086	0
183732	0.392	0
543956	0.042	0
113712	0.224	0
864524	0.04	0
867151	0.098	0
633865	0.074	0
57271	0.218	0
177080	0.47	1
627326	0.052	0
264630	0.024	0
2576574	0.102	0
301430	0.156	0
192461	0.082	0
635703	0.538	1
120106	0.168	0
106848	0.03	0
626527	0.054	0
142182	0.638	1
704961	0.226	0
117197	0.108	0
193643	0.292	0
144742	0.122	0
646425	0.17	0
533505	0.528	1
863357	0.058	0
110599	0.664	1
286077	0.568	1
737596	0.03	0
1522803	0.03	0
697810	0.186	0
1587791	0.084	0
767600	0.238	0
53429	0.088	0
115859	0.122	0
544890	0.06	0
492152	0.376	0
144084	0.06	0
106702	0.364	0
646421	0.076	0
623499	0.232	0
108871	0.096	0
53881	0.396	0
550479	0.368	0
144076	0.118	0
540418	0.28	0
284961	0.202	0
624311	0.404	0
877665	0.09	0
895255	0.076	0
230627	0.212	0
50594	0.13	0
682131	0.058	0
172376	0.08	0
2788129	0.144	0
192109	0.4	0
60515	0.038	0
147853	0.084	0
2653105	0.086	0
873608	0.138	0
540678	0.87	1
289838	0.076	0
177340	0.144	0
545772	0.068	0
555913	0.11	0
532508	0.026	0
145212	0.238	0
162951	0.402	0
60532	0.336	0
152222	0.082	0
533855	0.098	0
542338	0.14	0
254119	0.484	1
60857	0.34	0
3049575	0.18	0
608276	0.076	0
635371	0.054	0
243892	0.116	0
252020	0.096	0
563611	0.476	1
275830	0.078	0
2403224	0.064	0
865079	0.028	0
556172	0.028	0
2691479	0.036	0
545705	0.134	0
527857	0.316	0
869603	0.076	0
127204	0.202	0
2043091	0.112	0
614523	0.148	0
673212	0.064	0
182875	0.254	0
663603	0.324	0
602389	0.022	0
200070	0.056	0
112342	0.144	0
120372	0.216	0
620839	0.164	0
109301	0.2	0
539437	0.194	0
1437589	0.1	0
288939	0.062	0
127558	0.13	0
889620	0.02	0
613536	0.268	0
554060	0.09	0
661050	0.054	0
642049	0.088	0
143534	0.13	0
628775	0.378	0
1492031	0.004	0
194052	0.04	0
869371	0.088	0
285268	0.35	0
2378365	0.312	0
528449	0.106	0
525353	0.65	1
386696	0.098	0
553360	0.05	0
903946	0.054	0
708213	0.23	0
606783	0.094	0
3469967	0.064	0
614533	0.244	0
577405	0.16	0
115629	0.244	0
907589	0.09	0
873478	0.33	0
680456	0.148	0
148168	0.052	0
905243	0.042	0
877117	0.088	0
534065	0.086	0
2376486	0.296	0
2618770	0.228	0
630577	0.19	0
60274	0.168	0
874169	0.074	0
126511	0.276	0
433339	0.052	0
545193	0.62	1
247939	0.03	0
51503	0.28	0
631682	0.19	0
264850	0.094	0
249865	0.116	0
346434	0.292	0
117386	0.038	0
544333	0.572	1
54880	0.312	0
53305	0.322	0
2098847	0.028	0
527734	0.456	1
532855	0.334	0
611732	0.092	0
823944	0.04	0
2550518	0.086	0
906394	0.026	0
243957	0.214	0
60780	0.08	0
534531	0.616	1
120022	0.03	0
563619	0.288	0
56780	0.424	0
244232	0.098	0
677173	0.226	0
154408	0.402	0
2703407	0.024	0
528842	0.156	0
3549140	0.012	0
871965	0.104	0
616443	0.796	1
164896	0.052	0
53792	0.378	0
52356	0.51	1
1822494	0.372	0
867979	0.402	0
911296	0.08	0
116332	0.106	0
120649	0.29	0
530163	0.112	0
119101	0.146	0
914890	0.106	0
2313962	0.054	0
146385	0.676	1
60478	0.038	0
533040	0.058	0
117724	0.036	0
165749	0.078	0
505639	0.44	1
613660	0.162	0
542766	0.048	0
249838	0.126	0
657610	0.034	0
1455967	0.358	0
919364	0.048	0
132558	0.174	0
51976	0.05	0
3062697	0.03	0
3470328	0.098	0
2471534	0.038	0
56012	0.052	0
759460	0.012	0
646185	0.28	0
155109	0.2	0
742547	0.09	0
115942	0.394	0
539263	0.4	0
596245	0.062	0
145185	0.222	0
439819	0.2	0
540688	0.184	0
101552	0.204	0
56512	0.202	0
711021	0.092	0
248970	0.17	0
2602463	0.03	0
609481	0.034	0
2016497	0.202	0
537277	0.224	0
110714	0.336	0
2052018	0.032	0
2108758	0.004	0
178632	0.488	1
663193	0.43	0
595600	0.398	0
657645	0.378	0
624074	0.102	0
206181	0.036	0
2339496	0.24	0
556289	0.028	0
705027	0.19	0
249224	0.282	0
131473	0.094	0
2590231	0.128	0
58236	0.4	0
532844	0.32	0
612766	0.264	0
629962	0.154	0
563640	0.328	0
2264345	0.14	0
537219	0.13	0
672970	0.042	0
55752	0.316	0
870259	0.024	0
132607	0.344	0
200344	0.032	0
541392	0.11	0
530800	0.268	0
53691	0.538	1
609589	0.152	0
183155	0.6	1
639200	0.066	0
54925	0.304	0
530488	0.144	0
55110	0.486	1
148659	0.376	0
177426	0.08	0
276767	0.092	0
1551956	0.008	0
1569870	0.096	0
109305	0.214	0
619366	0.266	0
132920	0.056	0
625490	0.096	0
2328077	0.064	0
55622	0.064	0
608404	0.276	0
620309	0.076	0
248931	0.082	0
616474	0.298	0
264583	0.312	0
867027	0.056	0
2345539	0.07	0
533721	0.378	0
717599	0.072	0
600113	0.088	0
162843	0.084	0
606831	0.062	0
618233	0.038	0
131269	0.232	0
533532	0.878	1
193298	0.064	0
370990	0.144	0
763167	0.074	0
286824	0.134	0
872085	0.098	0
213241	0.028	0
183712	0.08	0
625648	0.094	0
650666	0.044	0
900571	0.018	0
700168	0.13	0
744471	0.032	0
169235	0.388	0
52602	0.494	1
125761	0.026	0
57310	0.364	0
366249	0.026	0
3475110	0.328	0
127306	0.07	0
55244	0.346	0
612508	0.164	0
712300	0.03	0
862191	0.014	0
287399	0.488	1
906851	0.038	0
2335762	0.046	0
60199	0.138	0
2166620	0.084	0
545871	0.054	0
268236	0.006	0
532586	0.38	0
509949	0.058	0
544984	0.098	0
540433	0.432	1
912945	0.056	0
761178	0.08	0
545816	0.014	0
534814	0.058	0
877514	0.132	0
154308	0.18	0
307809	0.122	0
147663	0.474	1
601499	0.056	0
909761	0.08	0
637978	0.058	0
184527	0.214	0
293223	0.372	0
111174	0.184	0
142052	0.354	0
51483	0.208	0
198082	0.106	0
626281	0.138	0
908128	0.29	0
261256	0.132	0
788088	0.228	0
285707	0.218	0
539020	0.124	0
53130	0.528	1
529286	0.3	0
525291	0.116	0
204149	0.116	0
633227	0.192	0
867939	0.166	0
620297	0.152	0
1629782	0.08	0
534041	0.052	0
613899	0.13	0
51509	0.15	0
665307	0.0	0
55411	0.072	0
137499	0.068	0
127393	0.366	0
426310	0.282	0
214954	0.348	0
339724	0.108	0
643315	0.072	0
55301	0.452	1
2265312	0.01	0
530862	0.182	0
2602633	0.132	0
275790	0.178	0
2025408	0.064	0
174298	0.052	0
276254	0.126	0
789267	0.06	0
515136	0.744	1
576686	0.38	0
534212	0.148	0
616422	0.188	0
110707	0.282	0
386733	0.28	0
642410	0.138	0
660871	0.134	0
161705	0.12	0
276620	0.108	0
715422	0.074	0
869997	0.05	0
117499	0.044	0
50220	0.502	1
416614	0.54	1
52117	0.346	0
109438	0.018	0
148725	0.354	0
50105	0.61	1
531396	0.136	0
130555	0.36	0
55115	0.276	0
271086	0.068	0
292189	0.224	0
534336	0.312	0
609237	0.022	0
2261767	0.102	0
